handleId,fieldType,name,description,productImageUrl,price,surcharge,visible,inventory,weight,collection,sku,ribbon,discountMode,discountValue,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,additionalInfoTitle7,additionalInfoDescription7,additionalInfoTitle8,additionalInfoDescription8,customTextField1,customTextCharLimit1,customTextMandatory1,brand
240,Variant,,,,0,0.0,TRUE,InStock,,,180-NE,,,,Lumber Type,DROP_DOWN,New lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Product,Beautiful Metal Laser,<p>5 1/2 x 21 metal laser sign</p>,http://ez-peezie-crafts.mybigcommerce.com/product_images/i/659/Metal_Beautiful__89900.jpg,20.0,0.0,TRUE,InStock,0.0000,Metal Laser Signs,,New,,,Lumber Type,DROP_DOWN,Pallet;New lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal Word Signs
241,Variant,,,,0,0.0,TRUE,InStock,,,180-PA-1,,,,Lumber Type,DROP_DOWN,Pallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Variant,,,,0,0.0,TRUE,InStock,,,180-NE-1,,,,Lumber Type,DROP_DOWN,New lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Product,"Don't Call It a Dream, Call It a Plan Metal Laser","<p><font style=""background-color: #ffffff;"">18 x 18 Planked Sign</font></p>",http://ez-peezie-crafts.mybigcommerce.com/product_images/n/443/IMG_7741__69490.1593397422.1280.1280__32331.jpg,30.0,0.0,TRUE,InStock,0.0000,Metal Laser Signs,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal Word Signs
183,Product,No Place Like Home Metal Laser,<p>12x12 metal laser sign</p>,http://ez-peezie-crafts.mybigcommerce.com/product_images/r/372/Metal_No_place__00461.jpg,25.0,0.0,TRUE,InStock,0.0000,Metal Laser Signs,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal Word Signs
186,Product,Christmas One Piece Wood Signs,"<p>One Piece - Means one piece of Wood, This is not multiple pieces of wood pieced together.</p>",http://ez-peezie-crafts.mybigcommerce.com/product_images/n/169/elf_welcome_hat__98847.jpg,30.0,0.0,TRUE,InStock,0.0000,Christmas,,New,,,Design,DROP_DOWN,Deer hooves;Home with Wreath;Bird on Birch Trees;Elf Welcome;Winter Sweater;Welcome Rear Facing Truck;Reindeer Sleigh Rides;Welcome Red Tree Truck;Believe in Magic;String Xmas Lights;4 Trees;Winter Deer Scene;Christmas Begins with Christ;Be Merry;12 Trees;Tree Key;Never Forgot;Dear Santa;6 Trees;Farm Fresh Christmas Trees;Deer Tree Scape;Santa Express;Welcome Moose;O Come let us;The Magic of Christmas;Ornament Key;Merry Farmhouse Christmas;Snowflake Key;Welcome w/ Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/315_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-DE-1-,,,,Design,DROP_DOWN,Deer hooves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/319_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-HO-1,,,,Design,DROP_DOWN,Home with Wreath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/310_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-BI-1,,,,Design,DROP_DOWN,Bird on Birch Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/317_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-EL-1,,,,Design,DROP_DOWN,Elf Welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/335_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-WI-1-1,,,,Design,DROP_DOWN,Winter Sweater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/332_source_1595216341.jpg,0,0.0,TRUE,InStock,,,186-WE-1,,,,Design,DROP_DOWN,Welcome Rear Facing Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/323_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-RE-1,,,,Design,DROP_DOWN,Reindeer Sleigh Rides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/331_source_1595216341.jpg,0,0.0,TRUE,InStock,,,186-WE,,,,Design,DROP_DOWN,Welcome Red Tree Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/308_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-BE-,,,,Design,DROP_DOWN,Believe in Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/328_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-ST-1,,,,Design,DROP_DOWN,String Xmas Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/312_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-4T-1,,,,Design,DROP_DOWN,4 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/334_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-WI-,,,,Design,DROP_DOWN,Winter Deer Scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/307_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-CH-1,,,,Design,DROP_DOWN,Christmas Begins with Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/309_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-BE-1-1,,,,Design,DROP_DOWN,Be Merry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/313_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-12-1,,,,Design,DROP_DOWN,12 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/329_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-TR-1,,,,Design,DROP_DOWN,Tree Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/321_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-NE-1,,,,Design,DROP_DOWN,Never Forgot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/314_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-DE-,,,,Design,DROP_DOWN,Dear Santa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/311_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-6T-1,,,,Design,DROP_DOWN,6 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/318_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-FA-1,,,,Design,DROP_DOWN,Farm Fresh Christmas Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/316_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-DE-1-1-1,,,,Design,DROP_DOWN,Deer Tree Scape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/325_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-SA-1,,,,Design,DROP_DOWN,Santa Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/330_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-WE-,,,,Design,DROP_DOWN,Welcome Moose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/324_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-OC-1,,,,Design,DROP_DOWN,O Come let us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/327_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-TH-1,,,,Design,DROP_DOWN,The Magic of Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/322_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-OR-1,,,,Design,DROP_DOWN,Ornament Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/320_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-ME-1,,,,Design,DROP_DOWN,Merry Farmhouse Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/326_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-SN-1,,,,Design,DROP_DOWN,Snowflake Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/333_source_1595216341.jpg,0,0.0,TRUE,InStock,,,171-WE-1-1-1-1,,,,Design,DROP_DOWN,Welcome w/ Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Product,Christmas Pallet Signss,,http://ez-peezie-crafts.mybigcommerce.com/product_images/a/327/Christmas_Trees_4__25375.jpg,25.0,0.0,TRUE,InStock,0.0000,Christmas,,New,,,Design,DROP_DOWN,Never Forgot;Elf Welcome;Tree Key;12 Trees;Welcome Red Tree Truck;Believe in Magic;Merry Farmhouse Christmas;Be Merry;Dear Santa;6 Trees;Deer Tree Scape;Ornament Key;Christmas Begins with Christ;Welcome Rear Facing Truck;Snowflake Key;4 Trees;Welcome w/ Truck;Farm Fresh Christmas Trees;Winter Deer Scene;Bird on Birch Trees;The Magic of Christmas;Santa Express;Winter Sweater;Home with Wreath;Deer hooves;String Xmas Lights;Reindeer Sleigh Rides;Welcome Moose;O Come let us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/379_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-NE,,,,Design,DROP_DOWN,Never Forgot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/375_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-EL,,,,Design,DROP_DOWN,Elf Welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/387_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-TR,,,,Design,DROP_DOWN,Tree Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/371_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-12,,,,Design,DROP_DOWN,12 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/389_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WE-1,,,,Design,DROP_DOWN,Welcome Red Tree Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/366_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-BE,,,,Design,DROP_DOWN,Believe in Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/378_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-ME,,,,Design,DROP_DOWN,Merry Farmhouse Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/367_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-BE-1,,,,Design,DROP_DOWN,Be Merry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/372_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-DE,,,,Design,DROP_DOWN,Dear Santa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/369_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-6T,,,,Design,DROP_DOWN,6 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/374_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-DE-1-1,,,,Design,DROP_DOWN,Deer Tree Scape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/380_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-OR,,,,Design,DROP_DOWN,Ornament Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/365_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-CH,,,,Design,DROP_DOWN,Christmas Begins with Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/390_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WE-1-1,,,,Design,DROP_DOWN,Welcome Rear Facing Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/384_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-SN,,,,Design,DROP_DOWN,Snowflake Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/370_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-4T,,,,Design,DROP_DOWN,4 Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/391_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WE-1-1-1,,,,Design,DROP_DOWN,Welcome w/ Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/376_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-FA,,,,Design,DROP_DOWN,Farm Fresh Christmas Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/392_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WI,,,,Design,DROP_DOWN,Winter Deer Scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/368_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-BI,,,,Design,DROP_DOWN,Bird on Birch Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/385_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-TH,,,,Design,DROP_DOWN,The Magic of Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/383_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-SA,,,,Design,DROP_DOWN,Santa Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/393_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WI-1,,,,Design,DROP_DOWN,Winter Sweater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/377_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-HO,,,,Design,DROP_DOWN,Home with Wreath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/373_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-DE-1,,,,Design,DROP_DOWN,Deer hooves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/386_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-ST,,,,Design,DROP_DOWN,String Xmas Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/381_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-RE,,,,Design,DROP_DOWN,Reindeer Sleigh Rides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/388_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-WE,,,,Design,DROP_DOWN,Welcome Moose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/382_source_1595238540.jpg,0,0.0,TRUE,InStock,,,188-OC,,,,Design,DROP_DOWN,O Come let us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Product,Reversible Scarecrow & Snowman Porch Signs,"<p>One Side is a Scarecrow and on the Reverse is a Snowman or Snowgirl whichever you perfer!&nbsp; Make it unique and your own :)</p> <p>11x48""&nbsp;</p> <p>&nbsp;</p>",http://ez-peezie-crafts.mybigcommerce.com/product_images/g/859/Scarecrow_back__87312.jpg;http://ez-peezie-crafts.mybigcommerce.com/product_images/i/169/Snowman_front_sign__22848.jpg,55.0,0.0,TRUE,InStock,0.0000,Reversible Scarecrow Snowman,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Product,Small Reversible Scarecrow & Snowman Porch Sign,"<p>One Side is a Scarecrow and on the Reverse is a Snowman or Snowgirl whichever you perfer!&nbsp; Make it unique and your own :)</p> <p>11x24""&nbsp;</p> <p>&nbsp;</p>",http://ez-peezie-crafts.mybigcommerce.com/product_images/c/295/Scarecrow_back__87312.1595238952.1280.1280__68599.jpg;http://ez-peezie-crafts.mybigcommerce.com/product_images/h/904/Snowman_front_sign__22848.1595238952.1280.1280__81505.jpg,40.0,0.0,TRUE,InStock,0.0000,Reversible Scarecrow Snowman,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Product,Christmas Box with Handles,,http://ez-peezie-crafts.mybigcommerce.com/product_images/i/962/IMG_9634__87469.jpg,30.0,0.0,TRUE,InStock,0.0000,Christmas,,New,,,Design,DROP_DOWN,Christmas Begins with Christ;Mooey Christmas;Reindeer Sleigh;Gnome Christmas;Tractor & Tree;FreshCut Trees;Deer Forest;Snowmen Assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,Variant,,,https://cdn11.bigcommerce.com/s-5g78ktzkpu/product_images/attribute_rule_images/9193_source_1604841332.jpg,0,0.0,TRUE,InStock,,,224-CH,,,,Design,DROP_DOWN,Christmas Begins with Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
